Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Certainty.Level,Modification,Motivation,Last.Manual.Present.Natural.Modification,Number.Cells.Current.Range,Number.Cells.Present.Natural.Range,Change.In.Cells
Anomalurus_pusillus,Rodentia,Anomaluridae,Anomalurus,pusillus,0) Present Natural range identical to IUCN range,None,NA,NA,94,94,0
Anonymomys_mindorensis,Rodentia,Muridae,Anonymomys,mindorensis,4) Expansion of ranges to entire islands,Range expanded to entire island.,Expansion of ranges to entire islands.,Version 1.0,2,5,3
Anotomys_leander,Rodentia,Cricetidae,Anotomys,leander,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Anoura_caudifer,Chiroptera,Phyllostomidae,Anoura,caudifer,0) Present Natural range identical to IUCN range,None,NA,NA,775,775,0
Anoura_cultrata,Chiroptera,Phyllostomidae,Anoura,cultrata,0) Present Natural range identical to IUCN range,None,NA,NA,163,163,0
Anoura_fistulata,Chiroptera,Phyllostomidae,Anoura,fistulata,0) Present Natural range identical to IUCN range,None,NA,NA,13,13,0
Anoura_geoffroyi,Chiroptera,Phyllostomidae,Anoura,geoffroyi,0) Present Natural range identical to IUCN range,None,NA,NA,1105,1105,0
Anoura_latidens,Chiroptera,Phyllostomidae,Anoura,latidens,0) Present Natural range identical to IUCN range,None,NA,NA,153,153,0
Anoura_luismanueli,Chiroptera,Phyllostomidae,Anoura,luismanueli,0) Present Natural range identical to IUCN range,None,NA,NA,25,25,0
Anourosorex_assamensis,Eulipotyphla,Soricidae,Anourosorex,assamensis,0) Present Natural range identical to IUCN range,None,NA,NA,11,11,0
Anourosorex_schmidi,Eulipotyphla,Soricidae,Anourosorex,schmidi,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,7,9,2
Anourosorex_squamipes,Eulipotyphla,Soricidae,Anourosorex,squamipes,0) Present Natural range identical to IUCN range,None,NA,NA,173,173,0
Anourosorex_yamashinai,Eulipotyphla,Soricidae,Anourosorex,yamashinai,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,0) Present Natural range identical to IUCN range,None,NA,NA,341,341,0
Antechinus_adustus,Dasyuromorphia,Dasyuridae,Antechinus,adustus,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Antechinus_agilis,Dasyuromorphia,Dasyuridae,Antechinus,agilis,0) Present Natural range identical to IUCN range,None,NA,NA,39,39,0
Antechinus_bellus,Dasyuromorphia,Dasyuridae,Antechinus,bellus,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,0) Present Natural range identical to IUCN range,None,NA,NA,168,168,0
Antechinus_godmani,Dasyuromorphia,Dasyuridae,Antechinus,godmani,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Antechinus_leo,Dasyuromorphia,Dasyuridae,Antechinus,leo,0) Present Natural range identical to IUCN range,None,NA,NA,3,3,0
Antechinus_minimus,Dasyuromorphia,Dasyuridae,Antechinus,minimus,0) Present Natural range identical to IUCN range,None,NA,NA,33,33,0
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,0) Present Natural range identical to IUCN range,None,NA,NA,27,27,0
Antechinus_subtropicus,Dasyuromorphia,Dasyuridae,Antechinus,subtropicus,0) Present Natural range identical to IUCN range,None,NA,NA,7,7,0
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,0) Present Natural range identical to IUCN range,None,NA,NA,76,76,0
Anthops_ornatus,Chiroptera,Hipposideridae,Anthops,ornatus,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Antidorcas_australis,Cetartiodactyla,Bovidae,Antidorcas,australis,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Only the area in southern Africa directly connected to fossil habitat accepted.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,128,128
Antidorcas_bondi,Cetartiodactyla,Bovidae,Antidorcas,bondi,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,748,748
Antidorcas_marsupialis,Cetartiodactyla,Bovidae,Antidorcas,marsupialis,0) Present Natural range identical to IUCN range,None,NA,NA,263,263,0
Antifer_ultra,Cetartiodactyla,Cervidae,Antifer,ultra,7) Estimation of ranges based on the natural ranges of the extinct species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,336,336
Antillomys_rayi,Rodentia,Cricetidae,Antillomys,rayi,4) Expansion of ranges to entire islands,Range set as Antigua and Barbuda.,Expansion of ranges to entire islands.,Version 1.0,0,2,2
Antillothrix_bernensis,Primates,Pitheciidae,Antillothrix,bernensis,4) Expansion of ranges to entire islands,Range set as Hispaniola.,Expansion of ranges to entire islands.,Version 1.0,0,20,20
Antilocapra_americana,Cetartiodactyla,Antilocapridae,Antilocapra,americana,2) Range expansions based on other sources for species with known range declines,Added historic range.,Hall E.R. The Mammals of North America Wiley. New York (1981).,Version 1.0,368,681,313
Antilope_cervicapra,Cetartiodactyla,Bovidae,Antilope,cervicapra,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas connected to current distribution.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,251,354,103
Antrozous_pallidus,Chiroptera,Vespertilionidae,Antrozous,pallidus,0) Present Natural range identical to IUCN range,None,NA,NA,572,572,0
Aonyx_capensis,Carnivora,Mustelidae,Aonyx,capensis,0) Present Natural range identical to IUCN range,None,NA,NA,1469,1469,0
Aonyx_cinereus,Carnivora,Mustelidae,Aonyx,cinereus,0) Present Natural range identical to IUCN range,None,NA,NA,747,747,0
Aonyx_congicus,Carnivora,Mustelidae,Aonyx,congicus,0) Present Natural range identical to IUCN range,None,NA,NA,366,366,0
Aotus_azarae,Primates,Aotidae,Aotus,azarae,0) Present Natural range identical to IUCN range,None,NA,NA,417,417,0
Aotus_brumbacki,Primates,Aotidae,Aotus,brumbacki,0) Present Natural range identical to IUCN range,None,NA,NA,27,27,0
Aotus_griseimembra,Primates,Aotidae,Aotus,griseimembra,0) Present Natural range identical to IUCN range,None,NA,NA,48,48,0
Aotus_jorgehernandezi,Primates,Aotidae,Aotus,jorgehernandezi,2) Range expansions based on other sources for species with known range declines,Historic range estimated based on written information.,Range set as the Columbian part of the range of Aotus zonalis.,Version 1.0,1,25,24
Aotus_lemurinus,Primates,Aotidae,Aotus,lemurinus,0) Present Natural range identical to IUCN range,None,NA,NA,52,52,0
Aotus_miconax,Primates,Aotidae,Aotus,miconax,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Aotus_nancymaae,Primates,Aotidae,Aotus,nancymaae,0) Present Natural range identical to IUCN range,None,NA,NA,81,81,0
Aotus_nigriceps,Primates,Aotidae,Aotus,nigriceps,0) Present Natural range identical to IUCN range,None,NA,NA,204,204,0
Aotus_trivirgatus,Primates,Aotidae,Aotus,trivirgatus,0) Present Natural range identical to IUCN range,None,NA,NA,113,113,0
Aotus_vociferans,Primates,Aotidae,Aotus,vociferans,0) Present Natural range identical to IUCN range,None,NA,NA,146,146,0
Aotus_zonalis,Primates,Aotidae,Aotus,zonalis,"1) Range reductions for species with recent, human-induced range expansions",Deleted from the Columbian part of the range which is assigned to Aotus jorgehernandezi.,Aotus jorgehernandezi is not mapped by IUCN due to problems of separating the range of the two species.,Version 1.0,42,20,-22
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia,rufa,0) Present Natural range identical to IUCN range,None,NA,NA,60,60,0
Apodemus_agrarius,Rodentia,Muridae,Apodemus,agrarius,0) Present Natural range identical to IUCN range,None,NA,NA,1534,1534,0
Apodemus_alpicola,Rodentia,Muridae,Apodemus,alpicola,0) Present Natural range identical to IUCN range,None,NA,NA,27,27,0
Apodemus_argenteus,Rodentia,Muridae,Apodemus,argenteus,0) Present Natural range identical to IUCN range,None,NA,NA,92,92,0
Apodemus_avicennicus,Rodentia,Muridae,Apodemus,avicennicus,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Apodemus_chevrieri,Rodentia,Muridae,Apodemus,chevrieri,0) Present Natural range identical to IUCN range,None,NA,NA,128,128,0
Apodemus_draco,Rodentia,Muridae,Apodemus,draco,0) Present Natural range identical to IUCN range,None,NA,NA,268,268,0
Apodemus_epimelas,Rodentia,Muridae,Apodemus,epimelas,0) Present Natural range identical to IUCN range,None,NA,NA,47,47,0
Apodemus_flavicollis,Rodentia,Muridae,Apodemus,flavicollis,0) Present Natural range identical to IUCN range,None,NA,NA,892,892,0
Apodemus_gurkha,Rodentia,Muridae,Apodemus,gurkha,0) Present Natural range identical to IUCN range,None,NA,NA,8,8,0
Apodemus_hyrcanicus,Rodentia,Muridae,Apodemus,hyrcanicus,0) Present Natural range identical to IUCN range,None,NA,NA,24,24,0
Apodemus_latronum,Rodentia,Muridae,Apodemus,latronum,0) Present Natural range identical to IUCN range,None,NA,NA,94,94,0
Apodemus_mystacinus,Rodentia,Muridae,Apodemus,mystacinus,0) Present Natural range identical to IUCN range,None,NA,NA,134,134,0
Apodemus_pallipes,Rodentia,Muridae,Apodemus,pallipes,0) Present Natural range identical to IUCN range,None,NA,NA,127,127,0
Apodemus_peninsulae,Rodentia,Muridae,Apodemus,peninsulae,0) Present Natural range identical to IUCN range,None,NA,NA,1204,1204,0
Apodemus_ponticus,Rodentia,Muridae,Apodemus,ponticus,0) Present Natural range identical to IUCN range,None,NA,NA,60,60,0
Apodemus_rusiges,Rodentia,Muridae,Apodemus,rusiges,0) Present Natural range identical to IUCN range,None,NA,NA,31,31,0
Apodemus_semotus,Rodentia,Muridae,Apodemus,semotus,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Apodemus_speciosus,Rodentia,Muridae,Apodemus,speciosus,0) Present Natural range identical to IUCN range,None,NA,NA,97,97,0
Apodemus_sylvaticus,Rodentia,Muridae,Apodemus,sylvaticus,"1) Range reductions for species with recent, human-induced range expansions",Deleted from Majorca and Menorca.,Journal of Biogeography 35: 1112-1122 (2008).,Version 1.0,783,778,-5
Apodemus_uralensis,Rodentia,Muridae,Apodemus,uralensis,0) Present Natural range identical to IUCN range,None,NA,NA,970,970,0
Apodemus_witherbyi,Rodentia,Muridae,Apodemus,witherbyi,0) Present Natural range identical to IUCN range,None,NA,NA,254,254,0
Apomys_abrae,Rodentia,Muridae,Apomys,abrae,0) Present Natural range identical to IUCN range,None,NA,NA,7,7,0
Apomys_camiguinensis,Rodentia,Muridae,Apomys,camiguinensis,4) Expansion of ranges to entire islands,Range expanded to entire island.,Expansion of ranges to entire islands.,Version 1.0,1,2,1
Apomys_datae,Rodentia,Muridae,Apomys,datae,0) Present Natural range identical to IUCN range,None,NA,NA,7,7,0
Apomys_gracilirostris,Rodentia,Muridae,Apomys,gracilirostris,4) Expansion of ranges to entire islands,Range expanded to entire island.,Expansion of ranges to entire islands.,Version 1.0,2,5,3
Apomys_hylocetes,Rodentia,Muridae,Apomys,hylocetes,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Apomys_insignis,Rodentia,Muridae,Apomys,insignis,0) Present Natural range identical to IUCN range,None,NA,NA,25,25,0
Apomys_littoralis,Rodentia,Muridae,Apomys,littoralis,4) Expansion of ranges to entire islands,Negros which has a related undescribed species is added to range.,Expansion of ranges to entire islands.,Version 1.0,6,14,8
Apomys_microdon,Rodentia,Muridae,Apomys,microdon,0) Present Natural range identical to IUCN range,None,NA,NA,26,26,0
Apomys_musculus,Rodentia,Muridae,Apomys,musculus,0) Present Natural range identical to IUCN range,None,NA,NA,26,26,0
Apomys_sacobianus,Rodentia,Muridae,Apomys,sacobianus,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Aproteles_bulmerae,Chiroptera,Pteropodidae,Aproteles,bulmerae,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected as a convex hull.,Disjunct range likely anthropogenic in cause.,Version 1.0,2,7,5
Arabitragus_jayakari,Cetartiodactyla,Bovidae,Arabitragus,jayakari,0) Present Natural range identical to IUCN range,None,NA,NA,15,15,0
Arborimus_albipes,Rodentia,Cricetidae,Arborimus,albipes,0) Present Natural range identical to IUCN range,None,NA,NA,19,19,0
Arborimus_longicaudus,Rodentia,Cricetidae,Arborimus,longicaudus,0) Present Natural range identical to IUCN range,None,NA,NA,16,16,0
Arborimus_pomo,Rodentia,Cricetidae,Arborimus,pomo,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Archaeoindris_fontoynonti,Primates,Palaeopropithecidae,Archaeoindris,fontoynonti,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,41,41
Archaeolemur_edwardsi,Primates,Archaeolemuridae,Archaeolemur,edwardsi,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,41,41
Archaeolemur_majori,Primates,Archaeolemuridae,Archaeolemur,majori,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,36,36
Archboldomys_luzonensis,Rodentia,Muridae,Archboldomys,luzonensis,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Arctictis_binturong,Carnivora,Viverridae,Arctictis,binturong,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,490,507,17
Arctocebus_aureus,Primates,Lorisidae,Arctocebus,aureus,0) Present Natural range identical to IUCN range,None,NA,NA,96,96,0
Arctocebus_calabarensis,Primates,Lorisidae,Arctocebus,calabarensis,0) Present Natural range identical to IUCN range,None,NA,NA,28,28,0
Arctocephalus_australis,Carnivora,Otariidae,Arctocephalus,australis,0) Present Natural range identical to IUCN range,None,NA,NA,334,334,0
Arctocephalus_forsteri,Carnivora,Otariidae,Arctocephalus,forsteri,0) Present Natural range identical to IUCN range,None,NA,NA,1403,1403,0
Arctocephalus_galapagoensis,Carnivora,Otariidae,Arctocephalus,galapagoensis,0) Present Natural range identical to IUCN range,None,NA,NA,23,23,0
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus,gazella,0) Present Natural range identical to IUCN range,None,NA,NA,1728,1728,0
Arctocephalus_philippii,Carnivora,Otariidae,Arctocephalus,philippii,0) Present Natural range identical to IUCN range,None,NA,NA,464,464,0
Arctocephalus_pusillus,Carnivora,Otariidae,Arctocephalus,pusillus,0) Present Natural range identical to IUCN range,None,NA,NA,225,225,0
Arctocephalus_townsendi,Carnivora,Otariidae,Arctocephalus,townsendi,0) Present Natural range identical to IUCN range,None,NA,NA,185,185,0
Arctocephalus_tropicalis,Carnivora,Otariidae,Arctocephalus,tropicalis,0) Present Natural range identical to IUCN range,None,NA,NA,1648,1648,0
Arctodus_simus,Carnivora,Ursidae,Arctodus,simus,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected. Species is known fossil from both north and south of the major ice sheet of North America and is predicted to occur on both coasts. It therefore seems plausible that it could also survive in north eastern north America. Range therefore also expanded to suitable areas of North-Eastern America.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,2123,2123
Arctogalidia_trivirgata,Carnivora,Viverridae,Arctogalidia,trivirgata,0) Present Natural range identical to IUCN range,None,NA,NA,443,443,0
Arctonyx_albogularis,Carnivora,Mustelidae,Arctonyx,albogularis,0) Present Natural range identical to IUCN range,None,NA,NA,542,542,0
